ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE
Shariff Aguak,PH153808000,,"Maganoy, Capital",,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Matanog,PH153809000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pagalungan,PH153810000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Parang,PH153811000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sultan Kudarat,PH153812000,,Nuling,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sultan Sa Barongis,PH153813000,,Lambayong,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Kabuntalan,PH153814000,,Tumbao,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Upi,PH153815000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Talayan,PH153816000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
South Upi,PH153817000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Barira,PH153818000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Gen. S.K. Pendatun,PH153819000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Mamasapano,PH153820000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Talitay,PH153821000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pagagawan,PH153822000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Paglat,PH153823000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sultan Mastura,PH153824000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Guindulungan,PH153825000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Saudi-Ampatuan,PH153826000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Unsay,PH153827000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Abdullah Sangki,PH153828000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Rajah Buayan,PH153829000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Blah T. Sinsuat,PH153830000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Anggal Midtimbang,PH153831000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Mangudadatu,PH153832000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pandag,PH153833000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Northern Kabuntalan,PH153834000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Hoffer Ampatuan,PH153835000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Salibo,PH153836000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Shariff Saydona Mustapha,PH153837000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Indanan,PH156601000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Jolo,PH156602000,,Capital,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Kalingalan Caluang,PH156603000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Luuk,PH156604000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Maimbung,PH156605000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Hadji Panglima Tahil,PH156606000,,Marunggas,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Old Panamao,PH156607000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pangutaran,PH156608000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Parang,PH156609000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pata,PH156610000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Patikul,PH156611000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Siasi,PH156612000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Talipao,PH156613000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tapul,PH156614000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tongkil,PH156615000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Panglima Estino,PH156616000,,New Panamao,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Lugus,PH156617000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pandami,PH156618000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Omar,PH156619000,,,,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Panglima Sugala,PH157001000,,Balimbing,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Bongao,PH157002000,,Capital,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Mapun,PH157003000,,Cagayan de Tawi-Tawi,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Simunul,PH157004000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sitangkai,PH157005000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
South Ubian,PH157006000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tandubas,PH157007000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Turtle Islands,PH157008000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Languyan,PH157009000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sapa-Sapa,PH157010000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sibutu,PH157011000,,,,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Buenavista,PH160201000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Butuan City,PH160202000,,Capital,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
City of Cabadbaran,PH160203000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Carmen,PH160204000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Jabonga,PH160205000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Kitcharao,PH160206000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Las Nieves,PH160207000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Magallanes,PH160208000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Nasipit,PH160209000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Santiago,PH160210000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Tubay,PH160211000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Remedios T. Romualdez,PH160212000,,,,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
City of Bayugan,PH160301000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Bunawan,PH160302000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Esperanza,PH160303000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
La Paz,PH160304000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Loreto,PH160305000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Prosperidad,PH160306000,,Capital,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Rosario,PH160307000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
San Francisco,PH160308000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
San Luis,PH160309000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Santa Josefa,PH160310000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Talacogon,PH160311000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Trento,PH160312000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Veruela,PH160313000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Sibagat,PH160314000,,,,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Alegria,PH166701000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Bacuag,PH166702000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Burgos,PH166704000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Claver,PH166706000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Dapa,PH166707000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Del Carmen,PH166708000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
General Luna,PH166710000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Gigaquit,PH166711000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Mainit,PH166714000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Malimono,PH166715000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Pilar,PH166716000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Placer,PH166717000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
San Benito,PH166718000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
San Francisco,PH166719000,,Anao-Aon,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
San Isidro,PH166720000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Santa Monica,PH166721000,,Sapao,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Sison,PH166722000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Socorro,PH166723000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Surigao City,PH166724000,,Capital,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Tagana-An,PH166725000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Tubod,PH166727000,,,,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Barobo,PH166801000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Bayabas,PH166802000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
City of Bislig,PH166803000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Cagwait,PH166804000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Cantilan,PH166805000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Carmen,PH166806000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Carrascal,PH166807000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Cortes,PH166808000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Hinatuan,PH166809000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Lanuza,PH166810000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Lianga,PH166811000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Lingig,PH166812000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Madrid,PH166813000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Marihatag,PH166814000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
San Agustin,PH166815000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
San Miguel,PH166816000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Tagbina,PH166817000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Tago,PH166818000,,,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
City of Tandag,PH166819000,,Capital,,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
Basilisa,PH168501000,,Rizal,,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
Cagdianao,PH168502000,,,,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
Dinagat,PH168503000,,,,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
Libjo,PH168504000,,Albor,,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
Loreto,PH168505000,,,,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
San Jose,PH168506000,,Capital,,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
Tubajon,PH168507000,,,,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
Boac,PH174001000,,Capital,,Marinduque,PH174000000,Region IV-B,PH170000000,Philippines (the),PH
Buenavista,PH174002000,,,,Marinduque,PH174000000,Region IV-B,PH170000000,Philippines (the),PH
Gasan,PH174003000,,,,Marinduque,PH174000000,Region IV-B,PH170000000,Philippines (the),PH
Mogpog,PH174004000,,,,Marinduque,PH174000000,Region IV-B,PH170000000,Philippines (the),PH
Santa Cruz,PH174005000,,,,Marinduque,PH174000000,Region IV-B,PH170000000,Philippines (the),PH
Torrijos,PH174006000,,,,Marinduque,PH174000000,Region IV-B,PH170000000,Philippines (the),PH
Abra de Ilog,PH175101000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Calintaan,PH175102000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Looc,PH175103000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Lubang,PH175104000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Magsaysay,PH175105000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Mamburao,PH175106000,,Capital,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Paluan,PH175107000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Rizal,PH175108000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Sablayan,PH175109000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
San Jose,PH175110000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Santa Cruz,PH175111000,,,,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Baco,PH175201000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Bansud,PH175202000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Bongabong,PH175203000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Bulalacao,PH175204000,,San Pedro,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
City of Calapan,PH175205000,,Capital,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Gloria,PH175206000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Mansalay,PH175207000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Naujan,PH175208000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Pinamalayan,PH175209000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Pola,PH175210000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Puerto Galera,PH175211000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Roxas,PH175212000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
San Teodoro,PH175213000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Socorro,PH175214000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Victoria,PH175215000,,,,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Aborlan,PH175301000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Agutaya,PH175302000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Araceli,PH175303000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Balabac,PH175304000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Bataraza,PH175305000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Brooke's Point,PH175306000,Brookes Point,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Busuanga,PH175307000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Cagayancillo,PH175308000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Coron,PH175309000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Cuyo,PH175310000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Dumaran,PH175311000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
El Nido,PH175312000,,Bacuit,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Linapacan,PH175313000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Magsaysay,PH175314000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Narra,PH175315000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Puerto Princesa City,PH175316000,,Capital,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Quezon,PH175317000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Roxas,PH175318000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
San Vicente,PH175319000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Taytay,PH175320000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Kalayaan,PH175321000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Culion,PH175322000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Rizal,PH175323000,,Marcos,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Sofronio Espanola,PH175324000,,,,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Alcantara,PH175901000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Banton,PH175902000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Cajidiocan,PH175903000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Calatrava,PH175904000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Concepcion,PH175905000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Corcuera,PH175906000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Looc,PH175907000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Magdiwang,PH175908000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Odiongan,PH175909000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Romblon,PH175910000,,Capital,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
San Agustin,PH175911000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
San Andres,PH175912000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
San Fernando,PH175913000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
San Jose,PH175914000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Santa Fe,PH175915000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Ferrol,PH175916000,,,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Santa Maria,PH175917000,,Imelda,,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Bago City,PH184502000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Binalbagan,PH184503000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Cadiz City,PH184504000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Calatrava,PH184505000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Candoni,PH184506000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Cauayan,PH184507000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Enrique B. Magalona,PH184508000,,Saravia,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
City of Escalante,PH184509000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
City of Himamaylan,PH184510000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Hinigaran,PH184511000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Hinoba-An,PH184512000,,Asia,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Ilog,PH184513000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Isabela,PH184514000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
City of Kabankalan,PH184515000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
La Carlota City,PH184516000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
La Castellana,PH184517000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Manapla,PH184518000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Moises Padilla,PH184519000,,Magallon,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Murcia,PH184520000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Pontevedra,PH184521000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Pulupandan,PH184522000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Sagay City,PH184523000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
San Carlos City,PH184524000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
San Enrique,PH184525000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Silay City,PH184526000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
City of Sipalay,PH184527000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
City of Talisay,PH184528000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Toboso,PH184529000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Valladolid,PH184530000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
City of Victorias,PH184531000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Salvador Benedicto,PH184532000,,,,Negros Occidental,PH184500000,Negros Island Region,PH180000000,Philippines (the),PH
Amlan,PH184601000,,Ayuquitan,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Ayungon,PH184602000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Bacong,PH184603000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Bais City,PH184604000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Basay,PH184605000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
City of Bayawan,PH184606000,,Tulong,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Bindoy,PH184607000,,Payabon,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Canlaon City,PH184608000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Dauin,PH184609000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Dumaguete City,PH184610000,,Capital,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
City of Guihulngan,PH184611000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Jimalalud,PH184612000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
La Libertad,PH184613000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Mabinay,PH184614000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
